Title,URL,Abstract,Conclusion
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,"Abstract Bone marrow adipose tissue (BMAT) is hypothesized to serve as an expandable/contractible fat depot which functions, in part, to minimize energy requirements for sustaining optimal hematopoiesis. The extent of immune reconstitution in blood, bone marrow, and lymph nodes in the irradiated mice was determined using HSCs from green fluorescent protein (GFP)-expressing mice. Detection of GFP-positive B and T cells in peripheral blood at 4 and 9 weeks following adoptive transfer and in bone marrow and lymph nodes following necropsy revealed excellent immune reconstitution in both WT and BMAT-deficient mice. The minimal differences suggest that BMAT is not required for reconstitution of the immune system following lethal radiation and is not a major contributor to the skeletal phenotypes of kit signaling-deficient mice.","The Sl mutation in Kit Sl/Sld mice deletes the entire Sl (kit ligand) gene whereas the Steel-Dickie ( Sl d ) mutation, resulting from an intragenic 4-kb deletion, removes sequences encoding transmembrane and cytoplasmic domains, limiting expression of the gene to produce only a soluble form of kit ligand [ 35 ]. There is strong in vitro evidence that adipocytes support the long-term survival of hematopoietic lineage cells via kit signaling [ 36 ] and a recent study concluded that lipolysis from BMAT is required to fuel bone cells and the marrow niche following energy deficits or injury [ 21 ]. We also demonstrated that inhibition of kit signaling with the receptor tyrosine kinase inhibitor gleevec rapidly reduced marrow adipocyte area and density in rats, suggesting that maintenance of mature adipocytes in bone marrow requires kit signaling [ 29 ]."
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,"This process is one of the leading culprits in the spread of antimicrobial resistance (AMR) within bacterial communities and could pose a significant health threat to astronauts if they fell ill, especially on long-duration space missions. In order to better understand the degree of HGT activity that could occur in space, biosafety level-2, donor and recipient bacteria were co-cultured under simulated microgravity (SMG) on Earth with concomitant 1G controls. Two AMR genes, bla OXA-500 and ISAba1, from the donor Acinetobacter pittii, were tracked in four recipient strains of Staphylococcus aureus (which did not harbor those genes) using polymerase chain reaction. Keywords: horizontal gene transfer, simulated microgravity, high aspect ratio vessel (HARV), antimicrobial resistance, space environment, Staphylococcus aureus , Acinetobacter pittii","In addition, even if astronauts are screened for problematic microbes prior to flight, issues could still arise, as commensals are known to act as reservoirs for AMR genes that can be disseminated to (opportunistic) pathogens [ 22 , 23 , 24 ]. It was beyond the scope of the study to determine the cause of the increased HGT that was observed, but one mechanism could be increased competence, allowing for transformation to occur, one of three modes of gene transfer. aureus is not classically considered to be naturally competent, as Streptococcus pneumoniae and Bacillus subtilis are, it does harbor genes that are involved in competence and thought to promote natural competence under the right conditions [ 30 , 31 ]."
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,"Abstract During space missions, astronauts are faced with a variety of challenges that are unique to spaceflight and that have been known to cause physiological changes in humans over a period of time. Several of these changes occur at the microbiome level, a complex ensemble of microbial communities residing in various anatomic sites of the human body, with a pivotal role in regulating the health and behavior of the host. For these reasons, understanding the impact of spaceflight and space conditions on the microbiome of astronauts is important to assess significant health risks that can emerge during long-term missions and to develop countermeasures. Here, we review various conditions that are caused by long-term space exploration and discuss the role of the microbiome in promoting or ameliorating these conditions, as well as space-related factors that impact microbiome composition.","Moreover, we have examined less well-established links between spaceflight, bone loss and the microbiome and emphasized the importance of taking into account gender differences when designing appropriate countermeasures for short- and long-term missions. As we move forward with long-term space travel and human habitation beyond LEO, more studies will be needed that explore the astronaut microbiome, the factors governing its stability or disruption and its interaction with the host and the spacecraft environment. We hope that the literature presented in this review and the recommendations provided will help in future study design, technology and product development, and policies that center around the human microbiome, as we propel human exploration beyond anything we have seen so far."
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,"Abstract Finding sustainable approaches to achieve independence from terrestrial resources is of pivotal importance for the future of space exploration. This is relevant not only to establish viable space exploration beyond low Earth–orbit, but also for ethical considerations associated with the generation of space waste and the preservation of extra-terrestrial environments. Here we propose and highlight a series of microbial biotechnologies uniquely suited to establish sustainable processes for in situ resource utilization and loop-closure. Microbial biotechnologies research and development for space sustainability will be translatable to Earth applications, tackling terrestrial environmental issues, thereby supporting the United Nations Sustainable Development Goals.","It has been discussed how microbial biotechnologies may support several processes that, in turn, can help decrease supply chain dependency (from Earth) on long-duration deep-space exploration missions to eventually enable human footholds and settlements across the solar system. Augmenting existing space-based facilities to increase the capacity for space experiments, in terms of sample replicates and experimental conditions, should also be considered to improve the impact of the preliminary studies. Finally, the potential of these technologies for terrestrial benefits has been discussed, with specific reference to the United Nation SDGs. If ultra-efficient approaches to sustaining human life and economic activity off-Earth can be adapted towards meaningfully solving problems on our planet, space exploration will have yielded a manifold return on public investments and will thereby become more sustainable not only technologically, but also politically."
Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,"Significance Investigations of the free-living nematode Caenorhabditis elegans give powerful insights into fundamental biological processes that are conserved across species. Locomotion of this model organism is used to assess muscular and neural defects and score impacts of genetic mutations and pharmacological interventions. We identify and mathematically describe a unique 3D behavioral pattern in burrowing and swimming—a roll maneuver—which, in combination with 2D turns, allows the nematode to explore bulk media. Our results provide important insights into 3D neuromuscular actuation and may be used to develop better assays for locomotion phenotype analysis.","For nematodes swimming in a shear-thinning suspension ( 51 ), a moderate increase in the head-bending angle was observed, but even in this case, the overall form of undulations remained similar to the waveform observed in Newtonian fluids. We find that the torsional wave propagating throughout the entire body length can produce a 90° roll in less than one undulation period, consistent with rolls observed in our laboratory experiments using wild-type C. elegans may have a high degree of functional complexity, we conjecture that 3D proprioception may give rise to asymmetric neural signals and differential muscular contractions that are needed to achieve well-controlled out-of-plane body movements during the torsional roll."
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,"Abstract The free-living nematode Caenorhabditis elegans has been routinely used to study gene functions, genetic interactions, and conserved signaling pathways. The physical separation of differently sized animals is preferred but often difficult to perform because some developmental stages are the same sizes as others. Microfluidic device filters have been used as alternatives, but they are expensive and require customization to scale up the preparation of staged animals. Using filtration, we obtained a higher yield of embryos per plate than using the standard bleach synchronization protocol and at a scale beyond microfluidic devices.","We tested three different concentrations of bleach solution (10%, 20%, and 25% in M9 buffer) with varying exposure times (30, 60, 120, and 150 seconds) to identify the optimal condition that killed the larvae (identified by lack of movement) with minimal impact on embryos. Embryos obtained by filtration develop comparably to the embryos obtained by bleach synchronization We aimed to understand differences in the development of G 1 embryos collected by bleach and filtration protocols, so we harvested embryos using bleach synchronization and filtration protocols in parallel and measured the lengths of the animals after 48 hours of growth using a liquid-based larval development assay [ 3 , 5 , 22 , 23 ]. For all six strains, the normalized animal lengths for larvae that developed from G 1 embryos collected by filtration were similar or significantly longer to the normalized animal lengths for larvae that developed from G 1 embryos recovered by bleach synchronization for both the control (DMSO exposed) and albendazole-exposed conditions ( Fig 7 )."
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,"elegans is a high throughput platform in which to identify molecular mechanisms causing muscle strength loss and to develop interventions based on diet, exercise, and drugs. We have optimized the micropillar forest design and identified robust measurement conditions that yield a measure of strength that is independent of behavior and gait. Additionally, we report a scaling factor to account for animal size that is consistent with a biomechanics model and enables comparative strength studies of mutants. Taken together, our findings anchor NemaFlex for applications in genetic and drug screens, for defining molecular and cellular circuits of neuromuscular function, and for dissection of degenerative processes in disuse, aging, and disease.","Frequent exertion of maximal forces in A3 arena can be understood from the high mechanical resistance to locomotion provided by this tight pillar arena where the nematode muscles push against the pillar, but its body cannot adjust its position in response to reaction forces due to the body being constrained simultaneously by multiple pillars. Identification of different regimes of resistance to locomotion Our experimental results thus far and previous work in pillar environments 22 – 24 , 35 – 38 (see Supplementary Table 2 for description of pillar geometries used in prior works), paint the following general picture; depending on the body size and pillar forest geometry, C. 11c , we show the force data for individual animals of three different ages (60, 76, and 84 hours) and find that the f 95 value after levamisole treatment shows an excellent linear correlation with the f 95 score of untreated crawling worms, i.e. f 95 lev+ ≅ f 95 lev- (slope for 60 hrs = 0.89 ± 0.19, slope for 76 hrs = 0.85 ± 0.13, and slope for 84 hrs = 1.08 ± 0.16), supporting that MEF quantitates the maximum muscular strength of C."
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,"Significance Exercise is a powerful antiaging intervention that protects against cardiovascular disease, dementia, diabetes, sarcopenia, and cancer. We establish a young adult swim exercise regimen for the short-lived nematode Caenorhabditis elegans that induces health benefits at the neuromuscular, intestinal, and cognitive levels and protects against neurodegeneration in models of tauopathy, Alzheimer’s disease, and Huntington’s disease. Importantly, we found that swim exercise performed exclusively in early adulthood promotes long-lasting systemic benefits that are still detectable in midlife. elegans as a short-lived genetic model will allow for dissection of the molecular circuitry involved in system-wide exercise benefits.","Particularly noteworthy is that we find benefits of exercise regimens in young adult life that can be documented to extend late into life after the regular exercise period ends, a finding that suggests a potential switch mechanism for healthy aging trajectories might be triggered by even limited early enhanced activity. It is important to note that in our studies, this time-window occurs 8 to 16 d after the last exercise session, raising the possibility that extension of the swim regimen beyond the first 4 d of adulthood may further potentiate survival differences and underscoring that early adult activity can have long lasting impact on healthy aging. In humans, exercise has been shown to reduce the risk of gastrointestinal cancer, diverticulitis, and inflammatory bowel disease ( 52 ), although high-intensity, prolonged exercise sessions will cause an acute increase in intestinal permeability (or “leaky gut”) ( 53 ), which has been associated with infectious diseases, obesity, and autoimmune diseases ( 54 )."
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,"Abstract Biology experiments in space seek to increase our understanding of what happens to life beyond Earth and how we can safely send life beyond Earth. Spaceflight is associated with many (mal)adaptations in physiology, including decline in musculoskeletal, cardiovascular, vestibular, and immune systems. The model organism Caenorhabditis elegans has been studied in space for more than 20 years to better understand spaceflight-induced (patho)physiology, particularly spaceflight-induced muscle decline. These experiences and operational solutions allow others to replicate and/or improve our experimental design on future missions.","elegans , these findings highlight the importance of properly testing proposed flight hardware before flight, as selecting FEP bags for better gas exchange and ease of use properties ( e.g. , the capacity to load animals into bags via injection ports) was the operational preference before testing. The use of CeMM rather than OP50 as a food source may therefore reduce the oxygen exchange requirement and thus increase the viability of worm experiments conducted inside plastic culture bags on the ISS, but this comes with the added challenge that CeMM is more prone to become contaminated. elegans culture and ISS will be limited principally by the exchange properties of the culture bags and not the ECs. The second most challenging portion of our preflight testing was testing and finalizing suitable scenarios for upload to the ISS that were consistent both with current operational realities and with successfully conducting our experiment."
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,"The insulin/insulin-like growth factor-1(IGF-1) pathway is a key mediator of aging in Caenorhabditis elegans and mammals. Specifically, DAF-2 signaling, an ortholog of human IGF, controls DAF-16/FOXO transcription factor, a master regulator of metabolism and longevity. We propose that daily supplementation of tart cherry extract (TCE), rich in anthocyanins with antioxidant properties may exert dual benefits for mitochondrial function and oxidative stress, resulting in beneficial effects on aging in C. We found that TCE supplementation at 6 μg or 12 μg/mL, increased ( p < 0.05) the mean lifespan of wild type N2 worms, respectively, when compared to untreated control worms.","Our cultures are in liquid environment due to microfluidics (NemaLife), which is a novel approach to culture worms with several advantages: worms can crawl in an optimized micropillar arena in liquid (unlike in agar plates) that improves drug delivery; during maintenance, sieve channels dispersed progeny, thus avoiding loss of adults; they can feed the adult-only population [ 41 ]. Insulin like peptide (ILPs), an insulin/IGF-1 receptor (DAF-2), serine/threonine kinase (pyruvate dehydrogenase kinase isozyme 1 (PDK-1), AKT-1/2, AGE-1)/PI3K and FOXO transcription factor (DAF-16) are major components of the IIS transduction cascades [ 49 ]. elegans and Drosophila via DAF-16 [ 8 , 59 ], CaMKII targets DAF-16 and modulates lifespan when worms are exposed to heat, hunger, or some other form of stressors [ 58 ], and JNK-1 signaling also regulates the activity of DAF-16 to promote lifespan post transcriptionally [ 60 ]."
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,"elegans , unc-89 encodes a set of giant multi-domain proteins (up 8,081 residues) localized to the M-lines of muscle sarcomeres and required for normal sarcomere organization and whole-animal locomotion. In all three proteins, this non-domain “interkinase region” has low sequence complexity, high proline content and lacks predicted secondary structure. We report that a major portion of this interkinase (571 residues out of 647 residues) when examined by single molecule force spectroscopy in vitro displays the properties of a random coil and acts as an entropic spring. This HA tag results in normal organization of body wall muscle, but approximately half the normal levels of the giant UNC-89 isoforms, dis-organization of pharyngeal muscle, small body size, and reduced muscle force, likely due to poor nutritional uptake.","In this study, we explored the biophysical properties and in vivo function of an example of ~600 aa sequence that has similar features (low sequence complexity, lack of predicted domains and minimal levels of predicted secondary structure elements) and location between two protein kinase domains in the UNC-89/obscurin class of giant muscle proteins. Sarcomere assembly is known to occur from the outside inwards, first with the deposition of ECM proteins like perlecan, followed by localization of integrins, and then localization of integrin adhesion proteins (UNC-112 (kindlin), PAT-4 (ILK), UNC-97 (PINCH), PAT-6 (α-parvin), followed by assembly of M-line or dense body (Z-disk)-specific proteins [ 40 , 41 ]. We designed this for future immunoprecipitation experiments to further test whether UNC-89 interacting partners that we have discovered primarily through two hybrid screens are actually associated with UNC-89: we would create in-frame deletions of segments of UNC-89 that are suspected to bind to a partner, then IP those internally deleted UNC-89 proteins, and look for absence of the association."
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,"Abstract In this study, we report a microfluidic device for the whole-life culture of the nematode Caenorhabditis elegans that allows the scoring of animal survival and health measures. This device referred to as the NemaLife chip features: (1) an optimized micropillar arena in which animals can crawl, (2) sieve channels that separate progeny and prevent the loss of adults from the arena during culture maintenance, and (3) ports that allow rapid accessibility for feeding the adult-only population and introducing reagents as needed. Key benefits of the NemaLife Chip include eliminating the need to perform repeated manual transfers of adults during survival assays, negating the need for progeny-blocking chemical interventions, and avoiding the swim-induced stress across lifespan in animals reared in liquid. We also show that the culture of animals in pillar-less microfluidic chambers reduces lifespan and introduces physiological stress by increasing the occurrence of age-related vulval integrity disorder.","1 a–d) with design objectives that feature: (1) a micropillar arena that can accommodate the growing body size as young adults are cultured and can enable animals to maintain a crawling gait throughout life; (2) optimal pillar spacing and sieve channel design that allow effective removal of progeny while retaining adults; (3) ports for introducing animals at the beginning of the experiment, washing and feeding animals, and venting air pockets that can form at the inlet during the several weeks that animals are cultured; (4) arena size for housing a population that will be easy to image and score manually while maintaining large enough sample size for meaningful statistical analysis. Effect of population density on animal lifespan in the micropillar chamber Population density in each micropillar chamber may limit food availability as well as accumulation of small molecules such as pheromones that help animals sense overcrowding 56 and makes them enter into a non-aging dauer-stage 57 or extends their lifespan by reducing the insulin signaling 58 . Comparing the progeny-washing process between devices with and without pillars, we found that in the pillar-less chip, progeny removal is challenging and requires additional wash steps since the animals accumulate at the sieve channels blocking the flow of fluid (see SI movie 3 )."
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,"Here, we exploited the unique experimental advantages of the nematode Caenorhabditis elegans to explore how spaceflight affects adult neurons in vivo . We found that animals that lived 5 days of adulthood on the International Space Station exhibited hyperbranching in PVD and touch receptor neurons. We also found that, in the presence of a neuronal proteotoxic stress, spaceflight promotes a remarkable accumulation of neuronal-derived waste in the surrounding tissues, suggesting an impaired transcellular degradation of debris released from neurons. Our data reveal that spaceflight can significantly affect adult neuronal morphology and clearance of neuronal trash, highlighting the need to carefully assess the risks of long-duration spaceflight on the nervous system and to develop adequate countermeasures for safe space exploration.","We found that animals that lived 5 days of adulthood on the International Space Station exhibited hyperbranching in PVD and touch receptor neurons. We also found that, in the presence of a neuronal proteotoxic stress, spaceflight promotes a remarkable accumulation of neuronal-derived waste in the surrounding tissues, suggesting an impaired transcellular degradation of debris released from neurons. Our data reveal that spaceflight can significantly affect adult neuronal morphology and clearance of neuronal trash, highlighting the need to carefully assess the risks of long-duration spaceflight on the nervous system and to develop adequate countermeasures for safe space exploration."
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,"Abstract Caenorhabditis elegans is a low-cost genetic model that has been flown to the International Space Station to investigate the influence of microgravity on changes in the expression of genes involved in muscle maintenance. However, it remains to be answered whether the decreased expression leads to concomitant changes in animal muscle strength, specifically across multiple generations. In this study, we redesign our original NemaFlex device and integrate it with flow control hardware for spaceflight investigations considering mixed animal culture, constraints on astronaut time, crew safety, and on-orbit operations. The technical advances we have made include (i) a microfluidic device design that allows animals of a given size to be sorted from unsynchronized cultures and housed in individual chambers, (ii) a fluid handling protocol for injecting the suspension of animals into the microfluidic device that prevents channel clogging, introduction of bubbles, and crowding of animals in the chambers, and (iii) a custom-built worm-loading apparatus interfaced with the microfluidic device that allows easy manipulation of the worm suspension and prevents fluid leakage into the surrounding environment.","elegans for multiple generations on NGM plates that is typically done on Earth studies, is not suitable since (i) manual picking and transfer of animals to new plates to maintain synchronized populations is laborious and moreover, the open nature of the transfers represents a significant biohazard for ISS investigations. (ii) An additional constraint is the maintenance of defined bacterial population densities across the 8-week duration of our spaceflight experiment may present challenges since high bacterial density might limit oxygen availability for nematodes. Development of new crew-compatible hardware is a major challenge since it requires close collaboration between scientists, payload developers, and space agencies; along with considerations of cost, upload mass, and foot-print requirements."
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,"Abstract The model organism Caenorhabditis elegans is used in a variety of applications ranging from fundamental biological studies, to drug screening, to disease modeling, and to space-biology investigations. In this study, we report a 3D printed compact imaging platform (CIP) that is integrated with a smart-device camera for the whole-organism phenotyping of C. The small footprint of the system powered with a standard USB provides capabilities ranging from plug-and-play, to parallel operation, and to housing it in incubators for temperature control. elegans investigations on the International Space Station, where science experiments are constrained by system size, payload weight and crew time.","Finally, conducting science experiments with specialized hardware on the ISS requires significant astronaut training; however, the crew is familiar with using smartphone devices and associated apps, making our smart-device approach crew-friendly for spaceflight experiments. Here, we imaged wild-type animals crawling on agar plates, which is a translucent medium of thickness ≈ 5 mm ( Figure 2 a); animals swimming in sessile liquid drops of peak height ≈ 2 mm that partially wet a glass-slide ( Figure 2 b); and animals crawling in a microfluidic pillar chip that is filled with a liquid ( Figure 2 c) [ 12 ]. Standard microscopes available on ISS are bulky, require significant crew training, have a limited field of view to do large-population imaging, rely on bulky monitors for crews to visualize samples, and data store/transfer needs are demanding."
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,"We show that small, clinically meaningful doses of a mitochondrion-targeting sulfur donor (AP39) extend Caenorhabditis elegans health in older age, which act by maintaining mitochondrial integrity. Adult onset of AP39 delivery, when mitochondrial and cell structural dysfunction are already manifested, also promoted healthy aging. Distinct association of health span extension with mitochondria, cytoskeletal and peroxisome molecular profiles, under regulation of the elt-6 / elt-3 transcription factor regulatory circuit, further distinguished adult-onset AP39 therapy. Our results establish a framework for forward translating mitochondrial sulfide as a potentially viable healthy aging intervention in mammals.","Adult mtH 2 S treatments also increase health span, predominantly in later life, and associates with rejuvenation of key features of the aging transciptome, including mitochondrial function, cytoskeletal content, and peroxisomal metabolism, which appear to be controlled by a GATA transcription factor circuit. Additionally, the lack of mechanistic regulation of health span by the Nrf2 antioxidant system implies that improved peroxisome fatty acid oxidation, as opposed to lowered reactive oxygen species generation, underpin peroxisomal effects of mtH 2 S on healthy aging. Previous work established age-related elt-6 upregulation and downstream repression of elt-3 , which accounted for altered expression of ~1,300 “aging” genes ( 54 ), which might comprise an evolutionarily conserved element of natural aging adaptation that promotes longevity, perhaps at the expense of health span, similarly to FoxO."
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,"Abstract Background Age‐related muscle decline (sarcopenia) associates with numerous health risk factors and poor quality of life. Drugs that counter sarcopenia without harmful side effects are lacking, and repurposing existing pharmaceuticals could expedite realistic clinical options. Methods Using Caenorhabditis elegans as a sarcopenia model, we treated animals with 100 nM, 1, 10, 100 and 500 μM zoledronic acid (ZA) and assessed lifespan and healthspan (movement rates) using a microfluidic chip device. Conclusions Despite lacking an endoskeleton, ZA delays Caenorhabditis elegans sarcopenia, which translates to improved neuromuscular function across the life course.","While general stress response pathways, such as FOXO, regulate these positive healthspan responses to ZA, we establish muscle‐centric myokines ( agxt‐2 and igdb‐1 ) and mitochondrial sirtuin ( sir‐2.3 ) as previously unknown regulators of bisphosphonate effects on ageing muscle health. Mitochondrial health is strongly linked with sarcopenic progression across species and mitochondrial structure corresponds with oxidative function 23 ; therefore, bisphosphonates might hold dual, and possibly interrelated, efficacy for maintaining muscle metabolic health and sarcomeric integrity. 36 Our data suggest that sarcopenia can be added to this list, whereby knockdown of a key enzyme in mevalonate metabolism, farnesyl diphosphate synthetase ( fdps‐1 ), allows normal larval development to adulthood and young adult (day 1) movement rates, corroborating earlier reports of normal L4 larvae muscle architecture upon fdps‐1 RNAi. 37 Thereafter, downregulation of fdps‐1 causes rapid neuromuscular functional decline (i.e., animal motility), likely indicative of accelerated sarcopenia."
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,"Methods: We employed the worm Caenorhabditis elegans as a validated model of space biology, combined with ‘NemaFlex-S’ microfluidic devices for assessing animal strength production as one of the most reproducible physiological responses to spaceflight. Wild-type and dys-1 (BZ33) strains (a Duchenne muscular dystrophy (DMD) model for comparing predisposed muscle weak animals) were cultured on the International Space Station in chemically defined media before loading second-generation gravid adults into NemaFlex-S devices to assess individual animal strength. The transcriptional gene ontology signatures characterizing both strains of weaker animals in flight strongly corroborate previous results across species, enriched for upregulated stress response pathways and downregulated mitochondrial and cytoskeletal processes. Functional gene cluster analysis extended this to implicate decreased neuronal function, including abnormal calcium handling and acetylcholine signaling, in space-induced strength declines under the predicted control of UNC-89 and DAF-19 transcription factors.","This experiment presents an example of how near-simultaneous in-flight collection of -omics alongside phenotypic measures can enable insights into the potential molecular mechanisms behind spaceflight-associated physiological deconditioning [ 120 ]. At the simplest level, DEG analysis focuses on individual genes, while this may be useful, it ignores the power of big data, such as reproducibility [ 123 ] across experiments and systems and may be biased based upon differences in computational approach/pipeline [ 124 ]. Further, our new analysis reveals that calcium metabolism in neurons is also a potential cause of strength decline in space, more specifically by altering acetylcholine signaling, again suggesting an interventional study is required to (dis)prove the casualty of this link."
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,"Subsequently, we use metabolic modeling to identify precision prebiotics for a two-member Caenorhabditis elegans microbiome community comprising the immune-protective target species Pseudomonas lurida MYb11 and the persistent colonizer Ochrobactrum vermis MYb71. IMPORTANCE While various mechanisms through which the microbiome influences disease processes in the host have been identified, there are still only few approaches that allow for targeted manipulation of microbiome composition as a first step toward microbiome-based therapies. We present a constraint-based modeling pipeline to predict precision prebiotics for a minimal microbial community in the worm Caenorhabditis elegans comprising the host-beneficial Pseudomonas lurida MYb11 and the persistent colonizer Ochrobactrum vermis MYb71 with the aim to boost the growth of MYb11. KEYWORDS: nutritional supplements, flux balance analysis, genome-scale metabolic models, Caenorhabditis elegans , Pseudomonas lurida MYb11, Ochrobactrum vermis MYb71, serine","Considering compounds that were identified across all three simulation approaches and cross-referencing with Biolog data revealed that 4-hydroxybenzoate, D-mannitol, γ-aminobutyric acid (GABA), glycerol-3-phosphate, L-serine, trehalose, L-threonine, and putrescine are potential precision prebiotics for MYb11. Thus, our proof-of-principle work demonstrates that constraint-based microbial community modeling approaches are an effective tool for the future development of targeted microbiome therapies using precision prebiotics. Also along these lines, we did use automatically reconstructed bacterial metabolic networks from our gapseq approach rather than manually curated networks which resembles the typical situation in the human gut microbiota where a detailed manual reconstruction of the hundreds to thousands of already detected and sequenced bacterial species is practically impossible."
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,"Abstract Background Spaceflight poses a unique set of challenges to humans and the hostile spaceflight environment can induce a wide range of increased health risks, including dermatological issues. Methods To address this issue, we used a systems biology approach utilizing NASA’s Open Science Data Repository (OSDR) on space flown murine transcriptomic datasets focused on the skin, biochemical profiles of 50 NASA astronauts and human transcriptomic datasets generated from blood and hair samples of JAXA astronauts, as well as blood samples obtained from the NASA Twins Study, and skin and blood samples from the first civilian commercial mission, Inspiration4. Results Key biological changes related to skin health, DNA damage & repair, and mitochondrial dysregulation are identified as potential drivers for skin health risks during spaceflight. While we identified spaceflight-induced dysregulation, such as alterations in genes associated with skin barrier function and collagen formation, our results also highlight the remarkable ability for organisms to re-adapt back to Earth via post-flight re-tuning of gene expression.","Here, we analyzed data from the skin of space flown mice and astronauts to try and identify possible explanations for these skin problems. It appears that changes in the activation of genes related to damage to DNA, skin barrier health, and mitochondria (the energy-producing parts of cells) may play a role in these skin problems. Further research will be needed to confirm exactly how these changes influence skin health, which could lead to solutions for preventing and managing such issues in astronauts."
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,"elegans natural habitats that associate with its cuticle, constituting a simple “skin microbiome.” We rear our animals on a modified CeMbio, mCeMbio, a consortium of ecologically relevant microbes. We first combine standard microbiological methods with an adapted micro skin-swabbing tool to describe the skin-resident bacteria on the C. Furthermore, we conduct 16S rRNA gene sequencing studies to identify relative shifts in the proportion of mCeMbio bacteria upon surface-sterilization, implying distinct skin- and gut-microbiomes. Together, we identify a skin microbiome for the well-studied nematode model and propose its value in conferring host fitness advantages in naturalized contexts.","We conducted a well-established cuticle fragility assay and observed the consistent role of mCeMbio and CBX151, a known cuticle-adherent bacterium, to promote cuticle integrity in the host, which varies across the individual bacterial species in mCeMbio ( Fig. This is highlighted by greater cuticle resistance in animals raised on the mCeMbio community (time to burst = 277 seconds) compared to all but one of the individual mCeMbio members, the gut-enriched strain Ochrobactrum MYb71 ( Fig. Given the symbiotic nature of the mCeMbio bacteria, which includes 11/12 published CeMbio strains; unique cuticle structures of the nematode skin such as the annuli, alae, or invagination sites; and community effects on promoting barrier function, our data support the existence of and role for a previously unappreciated C."
